Chlor,TSO2,pH,qual,Type
0.079,10,3.39,5,R
0.08,35,3.3,6,R
0.084,50,3.4,6,R
0.075,22,3.31,6,R
0.08,35,3.3,6,R
0.077,65,3.29,5,R
0.07,36,3.33,5,R
0.077,65,3.29,5,R
0.467,69,3.08,5,R
0.088,64,3.46,5,R
0.091,80,3.37,6,R
0.122,153,3.21,5,R
0.104,47,3.19,5,R
0.084,108,3.15,5,R
0.085,111,3.15,5,R
0.08,46,3.32,6,R
0.104,47,3.19,5,R
0.09,62,3.07,6,R
0.077,40,3.39,6,R
0.082,28,3.37,6,R
0.119,56,3.21,6,R
0.097,89,3.34,6,R
0.178,89,3.3,5,R
0.119,56,3.21,6,R
0.075,13,3.49,5,R
0.08,34,3.44,5,R
0.082,102,3.39,5,R
0.146,90,3.16,5,R
0.081,12,3.53,5,R
0.082,12,3.54,5,R
0.065,16,3.42,7,R
0.072,19,3.42,5,R
0.118,134,3.24,5,R
0.049,99,3.63,5,R
0.049,99,3.63,5,R
0.06,26,3.4,6,R
0.084,29,3.22,6,R
0.09,63,3.19,5,R
0.089,52,3.23,5,R
0.081,45,3.48,5,R
0.081,105,3.33,5,R
0.081,108,3.32,5,R
0.09,63,3.19,5,R
0.089,52,3.23,5,R
0.05,63,3.68,6,R
0.066,20,3.34,5,R
0.05,63,3.68,6,R
0.117,141,3.17,5,R
0.087,94,3.54,5,R
0.236,88,3.11,5,R
0.074,30,3.42,6,R
0.089,43,3.53,6,R
0.077,11,3.33,6,R
0.61,69,2.74,4,R
0.095,99,3.35,5,R
0.095,99,3.35,5,R
0.07,129,3.42,5,R
0.071,128,3.42,5,R
0.07,129,3.42,5,R
0.071,128,3.42,5,R
0.073,22,3.48,5,R
0.079,86,3.59,6,R
0.09,20,3.2,5,R
0.072,20,3.17,4,R
0.076,31,3.33,6,R
0.07,121,3.37,5,R
0.07,121,3.37,5,R
0.1,96,3.19,5,R
0.085,101,3.34,5,R
0.072,42,3.37,4,R
0.089,44,3.47,6,R
0.36,63,3,5,R
0.058,8,3.36,4,R
0.073,18,3.29,6,R
0.073,18,3.29,6,R
0.068,42,3.42,6,R
0.08,35,3.33,5,R
0.085,49,3.35,5,R
0.08,35,3.33,5,R
0.087,38,3.58,6,R
0.068,20,3.48,5,R
0.067,42,3.19,5,R
0.067,42,3.19,5,R
0.27,110,3.12,5,R
0.076,42,3.44,5,R
0.077,65,3.54,5,R
0.079,62,3.52,6,R
0.111,85,3.26,5,R
0.082,67,3.34,5,R
0.084,26,3.39,5,R
0.084,143,3.2,5,R
0.082,144,3.2,5,R
0.077,127,3.23,5,R
0.074,49,3.57,6,R
0.099,126,3.28,5,R
0.071,28,3.28,5,R
0.071,28,3.28,5,R
0.074,120,3.25,5,R
0.074,55,3.46,5,R
0.067,27,3.11,6,R
0.046,93,3.57,7,R
0.061,31,3.51,4,R
0.056,24,3.22,7,R
0.097,145,3.04,5,R
0.075,49,3.36,5,R
0.088,39,3.34,5,R
0.089,37,3.34,6,R
0.095,28,3.2,7,R
0.095,28,3.2,7,R
0.069,120,3.29,5,R
0.1,95,3.22,5,R
0.054,19,3.31,7,R
0.039,19,3.3,6,R
0.083,62,3.35,6,R
0.059,15,3.21,6,R
0.06,65,3.3,5,R
0.092,41,3.24,6,R
0.06,121,3.34,5,R
0.101,49,3.14,5,R
0.072,41,3.36,5,R
0.076,44,3.39,5,R
0.08,144,3.3,5,R
0.082,58,3.34,6,R
0.101,72,3.15,5,R
0.057,10,3.42,5,R
0.083,28,3.28,6,R
0.089,55,3.31,4,R
0.073,63,3.37,6,R
0.337,81,3.04,6,R
0.089,23,3.39,5,R
0.073,63,3.37,6,R
0.081,37,3.46,5,R
0.054,106,3.54,7,R
0.078,49,3.37,6,R
0.09,58,3.34,6,R
0.081,37,3.46,5,R
0.065,37,3.32,6,R
0.097,38,3.37,6,R
0.097,38,3.37,6,R
0.097,39,3.37,6,R
0.097,38,3.37,6,R
0.065,37,3.32,6,R
0.263,62,3,5,R
0.093,24,3.14,6,R
0.102,109,3.08,6,R
0.075,24,3.07,7,R
0.075,24,3.07,7,R
0.084,23,3.61,6,R
0.075,51,3.38,5,R
0.072,73,3.2,5,R
0.074,39,3.35,6,R
0.084,23,3.61,6,R
0.063,37,3.22,6,R
0.074,34,3.47,6,R
0.09,21,3.17,5,R
0.092,86,3.23,5,R
0.074,34,3.47,6,R
0.073,119,3.26,5,R
0.075,13,3.22,5,R
0.075,56,3.49,5,R
0.611,45,3.06,5,R
0.085,33,3.36,7,R
0.077,45,3.29,5,R
0.087,67,3.35,4,R
0.07,35,3.34,5,R
0.077,49,3.28,5,R
0.064,27,3.08,5,R
0.071,10,3.2,7,R
0.096,61,3.6,4,R
0.078,37,3.35,8,R
0.077,27,3.69,6,R
0.104,23,3.28,6,R
0.087,61,3.36,6,R
0.104,23,3.28,6,R
0.071,65,3.22,5,R
0.076,38,3.31,5,R
0.088,94,3.38,5,R
0.087,61,3.36,6,R
0.077,27,3.69,6,R
0.104,23,3.28,6,R
0.073,13,3.23,8,R
0.087,47,3.38,7,R
0.071,19,3.12,6,R
0.358,10,3.25,7,R
0.067,53,3.36,5,R
0.087,47,3.38,7,R
0.102,71,3.31,5,R
0.102,71,3.31,5,R
0.073,49,3.1,6,R
0.092,53,3.37,6,R
0.091,49,3.34,7,R
0.105,98,3.2,5,R
0.091,49,3.34,7,R
0.343,18,3.3,5,R
0.091,48,3.22,6,R
0.098,16,3.41,6,R
0.094,53,3.05,6,R
0.073,27,3.05,5,R
0.086,70,3.16,5,R
0.083,29,3.67,5,R
0.094,31,3.67,5,R
0.08,33,3.68,5,R
0.086,44,3.38,6,R
0.068,15,3.22,6,R
0.092,28,3.51,5,R
0.186,21,3.39,5,R
0.112,90,3.2,5,R
0.063,25,3.12,6,R
0.082,54,3.36,5,R
0.213,14,3.19,6,R
0.214,12,3.19,6,R
0.062,30,3.41,6,R
0.063,25,3.12,6,R
0.072,105,3.27,6,R
0.093,98,3.32,6,R
0.076,135,3.3,5,R
0.087,72,3.39,5,R
0.096,53,3.42,6,R
0.102,92,3.3,5,R
0.082,74,3.3,6,R
0.083,59,3.37,7,R
0.082,74,3.3,6,R
0.083,59,3.37,7,R
0.09,87,3.24,5,R
0.079,18,3.29,5,R
0.09,73,3.28,6,R
0.071,50,3.16,6,R
0.071,50,3.16,6,R
0.121,14,3.05,7,R
0.107,13,3.28,5,R
0.082,21,3.16,6,R
0.061,15,3.18,5,R
0.122,41,3.23,6,R
0.122,41,3.23,6,R
0.066,114,3.22,6,R
0.105,44,3.13,5,R
0.078,38,3.34,7,R
0.128,21,3.17,7,R
0.052,16,3.35,6,R
0.08,58,3.31,5,R
0.103,99,3.16,6,R
0.082,29,3.11,7,R
0.066,21,3.12,6,R
0.065,18,3.21,6,R
0.118,14,3.3,6,R
0.118,14,3.3,6,R
0.082,32,3.12,6,R
0.067,63,3.6,5,R
0.072,34,3.58,7,R
0.093,15,3.02,6,R
0.089,46,3.11,6,R
0.093,28,3.36,6,R
0.107,34,3.28,6,R
0.096,26,3.35,6,R
0.09,19,3.27,5,R
0.12,77,3.18,5,R
0.066,165,3.25,6,R
0.078,32,3.55,6,R
0.08,55,3.26,5,R
0.116,29,3.24,7,R
0.109,23,3.15,7,R
0.088,41,3.17,6,R
0.099,81,3.19,5,R
0.086,50,3.37,6,R
0.072,37,3.05,5,R
0.071,15,2.99,5,R
0.083,42,3.07,7,R
0.107,21,3.26,6,R
0.083,42,3.07,7,R
0.076,24,3.16,5,R
0.159,75,3.18,5,R
0.074,18,3.2,7,R
0.063,63,3.57,5,R
0.056,25,3.32,6,R
0.067,46,3.32,6,R
0.106,72,3.05,5,R
0.089,47,3.01,6,R
0.124,15,3.01,7,R
0.078,47,3.26,6,R
0.074,18,3.2,7,R
0.088,24,3.11,6,R
0.094,60,3.31,6,R
0.08,27,3.21,6,R
0.085,43,3.06,6,R
0.08,27,3.21,6,R
0.08,27,3.21,6,R
0.087,54,3.42,5,R
0.09,37,3.43,6,R
0.088,48,3.41,6,R
0.079,42,3.31,6,R
0.088,53,3.43,6,R
0.096,49,3.19,7,R
0.045,88,3.56,8,R
0.085,43,3.06,6,R
0.082,26,3.18,5,R
0.112,95,3.16,5,R
0.063,25,3.03,5,R
0.066,38,3.22,7,R
0.122,124,3.47,5,R
0.087,49,3.18,6,R
0.087,49,3.18,6,R
0.064,42,3.1,5,R
0.122,124,3.47,5,R
0.059,38,3.29,6,R
0.085,64,3.1,6,R
0.085,41,3.15,6,R
0.075,27,3.26,5,R
0.059,25,3.36,6,R
0.063,28,3.24,6,R
0.093,30,3.18,7,R
0.174,16,3.19,6,R
0.07,49,3.05,4,R
0.08,86,3.38,6,R
0.08,78,3.38,5,R
0.1,77,3.27,5,R
0.097,19,3.27,7,R
0.087,122,3.26,5,R
0.117,134,3.32,5,R
0.111,20,3.26,6,R
0.091,124,3.44,5,R
0.121,20,3.24,6,R
0.066,52,3.62,5,R
0.089,67,3.28,7,R
0.059,48,3.52,7,R
0.047,60,3.36,5,R
0.066,24,3.15,7,R
0.047,60,3.36,5,R
0.059,48,3.52,7,R
0.045,48,3.49,6,R
0.077,32,3.26,6,R
0.07,30,3.24,5,R
0.088,35,3.1,6,R
0.066,24,3.15,7,R
0.074,66,3.25,5,R
0.078,24,3,6,R
0.091,18,3.16,5,R
0.076,54,3.15,6,R
0.091,18,3.16,5,R
0.06,62,3.26,6,R
0.066,22,3.17,6,R
0.076,54,3.15,6,R
0.062,50,3.08,5,R
0.072,29,2.88,8,R
0.068,27,3.06,6,R
0.1,43,2.95,7,R
0.077,19,3.23,7,R
0.054,27,3.57,7,R
0.079,31,3.23,6,R
0.081,72,3.1,5,R
0.127,16,3.22,5,R
0.1,27,3.2,6,R
0.095,35,3.1,6,R
0.095,35,3.1,6,R
0.413,26,3.06,6,R
0.084,35,3.44,6,R
0.084,22,3.26,7,R
0.063,67,3.5,5,R
0.086,19,3.22,8,R
0.095,22,3.37,5,R
0.097,65,3.28,5,R
0.084,22,3.26,7,R
0.074,47,3.25,3,R
0.083,23,3.35,6,R
0.087,19,3.26,5,R
0.085,25,3.18,5,R
0.098,129,3.08,5,R
0.084,15,2.98,6,R
0.098,26,3.48,5,R
0.069,51,3.16,6,R
0.065,18,3.32,6,R
0.09,21,3.17,6,R
0.07,48,3.2,5,R
0.093,47,3.05,5,R
0.081,52,3.2,6,R
0.083,68,3.15,6,R
0.062,14,3.26,5,R
0.08,24,3.2,6,R
0.087,28,3.14,5,R
0.091,16,3.28,5,R
0.075,20,3.18,6,R
0.087,28,3.14,5,R
0.077,31,3.19,6,R
0.069,23,3.12,5,R
0.08,17,3.15,8,R
0.152,18,3.04,5,R
0.152,18,3.04,5,R
0.114,24,3.06,6,R
0.054,17,3.17,5,R
0.054,17,3.17,5,R
0.053,14,3.17,6,R
0.081,67,3.32,7,R
0.073,26,3.34,6,R
0.078,56,3.31,6,R
0.055,25,3.34,7,R
0.052,27,3.32,7,R
0.086,81,3.48,6,R
0.051,91,3.44,6,R
0.07,16,3.15,8,R
0.081,38,3.43,6,R
0.09,113,3.32,5,R
0.07,16,3.15,8,R
0.086,81,3.48,6,R
0.081,38,3.43,6,R
0.074,76,3.17,7,R
0.074,76,3.17,7,R
0.078,24,3.18,7,R
0.077,22,3.21,7,R
0.072,26,3.16,7,R
0.075,21,3.25,7,R
0.084,13,3.17,6,R
0.09,62,3.18,6,R
0.084,43,3.04,7,R
0.073,43,3.02,5,R
0.09,62,3.18,6,R
0.125,49,3.03,6,R
0.107,15,3.09,7,R
0.107,15,3.09,7,R
0.122,151,3.31,5,R
0.1,14,3.25,6,R
0.2,16,3.16,3,R
0.088,32,3.22,6,R
0.088,106,3.36,5,R
0.088,33,3.42,6,R
0.088,43,3.48,5,R
0.099,133,3.38,5,R
0.085,142,3.22,5,R
0.086,116,3.23,5,R
0.105,53,3.24,5,R
0.088,106,3.36,5,R
0.097,85,3.39,6,R
0.084,55,3.34,6,R
0.077,33,3.09,5,R
0.078,28,3.41,6,R
0.098,42,3.16,5,R
0.098,42,3.16,5,R
0.072,33,3.22,6,R
0.102,32,3.28,6,R
0.078,28,3.41,6,R
0.077,33,3.09,5,R
0.084,13,3.37,6,R
0.066,35,3.2,7,R
0.1,17,3.22,5,R
0.101,47,3.26,5,R
0.064,17,3.21,6,R
0.07,20,3.12,5,R
0.085,53,3.06,6,R
0.075,15,2.86,6,R
0.094,106,3.08,5,R
0.078,28,3.45,6,R
0.067,21,3.26,6,R
0.079,69,3.12,6,R
0.171,25,3.27,6,R
0.074,25,3.33,6,R
0.092,45,3.19,6,R
0.092,44,3.12,6,R
0.05,96,3.74,5,R
0.095,23,2.92,5,R
0.095,23,2.92,5,R
0.118,17,3.07,6,R
0.095,23,2.92,5,R
0.118,17,3.07,6,R
0.085,47,3.3,6,R
0.075,19,3.14,5,R
0.078,121,3.23,5,R
0.094,110,3.08,5,R
0.092,60,3.31,6,R
0.085,47,3.3,6,R
0.075,19,3.14,5,R
0.226,15,3.32,6,R
0.226,15,3.32,6,R
0.25,20,3.31,6,R
0.095,42,3.57,6,R
0.07,37,3.32,6,R
0.095,42,3.57,6,R
0.075,28,3.14,5,R
0.07,47,3.3,4,R
0.078,78,3.19,6,R
0.079,46,3.2,6,R
0.103,14,3.34,4,R
0.083,111,3.3,5,R
0.085,110,3.29,5,R
0.063,40,3.14,6,R
0.089,14,3.19,5,R
0.089,14,3.19,5,R
0.083,15,3.19,5,R
0.074,21,2.98,7,R
0.093,80,3.3,7,R
0.091,38,3.47,6,R
0.094,47,3.12,7,R
0.108,102,3.26,5,R
0.06,50,3.72,8,R
0.059,13,3.05,7,R
0.084,75,3.35,5,R
0.07,149,3.12,6,R
0.084,75,3.35,5,R
0.094,43,3.29,5,R
0.096,38,3.4,5,R
0.086,109,3.27,5,R
0.059,24,3.04,6,R
0.071,18,3.09,6,R
0.078,30,3.2,6,R
0.082,22,3,6,R
0.088,23,3.26,4,R
0.071,35,3.1,6,R
0.081,14,3.3,5,R
0.071,35,3.1,6,R
0.096,63,3.17,6,R
0.085,24,3.31,6,R
0.072,20,3.34,7,R
0.092,52,3.31,6,R
0.11,65,3.32,6,R
0.075,39,3.56,6,R
0.083,57,3.39,5,R
0.081,16,2.98,5,R
0.077,29,3.32,6,R
0.058,29,3.26,5,R
0.148,103,2.87,6,R
0.079,71,3.5,5,R
0.079,71,3.5,5,R
0.079,28,3.03,6,R
0.122,17,3.13,5,R
0.088,16,3.09,5,R
0.076,112,3.27,5,R
0.078,104,3.28,5,R
0.08,32,3.13,5,R
0.077,45,3.49,6,R
0.124,58,3.46,5,R
0.124,58,3.46,5,R
0.098,15,3.36,5,R
0.098,15,3.36,5,R
0.097,31,3.27,6,R
0.111,84,3.21,5,R
0.097,31,3.27,6,R
0.105,19,3.25,5,R
0.087,43,3.32,6,R
0.105,86,3.43,4,R
0.073,102,3.27,5,R
0.065,33,3.27,5,R
0.086,147,3.24,5,R
0.084,145,3.24,5,R
0.143,23,3.35,7,R
0.067,57,3.18,6,R
0.071,40,3.39,5,R
0.071,68,3.46,5,R
0.071,40,3.39,5,R
0.071,68,3.46,5,R
0.071,40,3.39,5,R
0.115,11,3.37,7,R
0.107,20,3.4,5,R
0.07,14,3.32,4,R
0.066,28,3.33,7,R
0.068,148,3.16,6,R
0.106,32,2.89,5,R
0.104,155,3.41,5,R
0.096,71,2.98,5,R
0.079,30,3.12,6,R
0.074,29,3.08,5,R
0.087,53,3.14,5,R
0.106,32,2.89,5,R
0.073,42,2.92,7,R
0.074,20,3.32,6,R
0.096,13,3.41,4,R
0.074,20,3.32,6,R
0.08,42,3.31,5,R
0.076,27,3.36,6,R
0.05,13,3.04,6,R
0.092,54,3.03,5,R
0.084,48,3.14,5,R
0.222,16,3.18,6,R
0.082,15,2.94,6,R
0.059,31,3.15,5,R
0.082,15,2.94,6,R
0.083,45,3.26,5,R
0.074,13,3.2,5,R
0.079,151,3.15,5,R
0.074,13,3.2,5,R
0.084,17,3.08,6,R
0.064,31,3.26,5,R
0.084,17,3.08,6,R
0.084,31,3.4,5,R
0.081,87,3.48,5,R
0.06,49,3.13,5,R
0.07,40,3.06,5,R
0.094,29,3.21,6,R
0.078,58,3.33,5,R
0.059,15,3.37,5,R
0.078,152,3.25,5,R
0.059,15,3.37,5,R
0.07,40,3.44,5,R
0.095,38,3.28,5,R
0.039,9,3.4,5,R
0.157,17,3.3,5,R
0.097,14,3.63,3,R
0.087,93,3.48,5,R
0.422,62,3.03,5,R
0.084,122,3.32,5,R
0.084,125,3.31,5,R
0.034,44,3.9,6,R
0.066,25,3.47,6,R
0.066,25,3.47,6,R
0.087,72,3.31,5,R
0.071,19,3.11,6,R
0.076,88,3.08,6,R
0.066,25,3.47,6,R
0.067,23,3.47,6,R
0.073,84,3.32,4,R
0.078,14,3.29,4,R
0.073,54,3.37,5,R
0.093,19,3.4,5,R
0.077,37,3.37,5,R
0.068,35,3.34,6,R
0.062,33,3.27,6,R
0.08,84,3.06,5,R
0.093,112,3.38,5,R
0.084,33,3.36,5,R
0.075,48,3.34,5,R
0.078,77,3.28,5,R
0.069,34,3.29,6,R
0.075,48,3.34,5,R
0.079,49,3.21,5,R
0.082,22,3.22,5,R
0.086,45,3.46,5,R
0.082,22,3.22,5,R
0.094,106,3.1,5,R
0.084,48,3.21,5,R
0.053,127,2.94,5,R
0.086,12,3.54,4,R
0.077,13,3.29,5,R
0.084,49,3.43,6,R
0.067,11,3.46,5,R
0.067,11,3.46,5,R
0.071,58,3.61,6,R
0.387,37,3.17,5,R
0.088,14,3.44,5,R
0.092,19,3.39,5,R
0.082,72,3.55,5,R
0.075,39,3.48,5,R
0.112,22,3.26,5,R
0.112,22,3.26,5,R
0.093,58,3.5,6,R
0.092,104,3.1,5,R
0.088,38,3.35,5,R
0.075,16,3.45,6,R
0.078,139,3.21,5,R
0.065,18,3.46,5,R
0.096,101,3.13,5,R
0.095,101,3.13,5,R
0.07,28,3.52,6,R
0.08,57,3.3,6,R
0.083,68,3.3,5,R
0.071,31,3.52,6,R
0.07,28,3.52,6,R
0.089,40,3.29,5,R
0.089,40,3.29,5,R
0.097,66,3.39,5,R
0.089,40,3.29,5,R
0.415,32,3.09,6,R
0.058,47,3.51,6,R
0.057,33,3.6,6,R
0.084,31,3.25,5,R
0.084,31,3.25,5,R
0.092,88,3.19,5,R
0.075,104,3.23,5,R
0.096,35,3.25,5,R
0.069,19,3.31,6,R
0.096,35,3.25,5,R
0.093,44,3.31,6,R
0.091,48,3.31,6,R
0.089,74,3.14,5,R
0.103,98,3.45,5,R
0.082,94,3.55,6,R
0.076,32,3.39,5,R
0.082,94,3.55,6,R
0.082,143,3.28,5,R
0.082,144,3.27,5,R
0.157,44,3.3,6,R
0.157,45,3.31,6,R
0.102,16,3.43,5,R
0.243,48,3.4,6,R
0.241,18,3.4,6,R
0.079,34,3.36,5,R
0.076,92,3.5,5,R
0.19,45,3.31,6,R
0.114,37,3.66,5,R
0.081,96,3.36,5,R
0.114,37,3.66,5,R
0.077,85,3.55,5,R
0.083,61,3.21,5,R
0.083,61,3.21,5,R
0.079,58,3.18,6,R
0.079,58,3.18,6,R
0.099,119,3.09,5,R
0.082,82,3.33,6,R
0.084,130,3.23,5,R
0.081,87,3.48,6,R
0.055,13,3.38,5,R
0.065,26,3.17,6,R
0.132,60,2.99,5,R
0.126,64,3.1,5,R
0.038,42,3.24,7,R
0.082,14,3.29,6,R
0.082,14,3.29,6,R
0.082,108,3.25,5,R
0.068,17,3.23,5,R
0.044,86,3.56,7,R
0.114,46,3.24,6,R
0.084,18,3.26,6,R
0.052,10,3.33,7,R
0.041,10,3.27,7,R
0.052,10,3.33,7,R
0.165,12,3.26,5,R
0.07,15,3.22,6,R
0.068,14,3.3,5,R
0.072,24,3.09,6,R
0.099,38,3.24,5,R
0.102,7,3.44,4,R
0.103,41,3.21,6,R
0.099,38,3.24,5,R
0.081,30,3.23,6,R
0.084,27,3.28,6,R
0.071,47,3.29,5,R
0.097,59,3.28,5,R
0.099,22,3.34,5,R
0.048,42,3.71,7,R
0.076,36,3.61,5,R
0.076,36,3.61,5,R
0.068,16,3.24,5,R
0.076,37,3.36,5,R
0.05,8,3.4,7,R
0.076,37,3.36,5,R
0.065,45,3.46,8,R
0.071,24,3.56,6,R
0.058,9,3.38,4,R
0.071,24,3.56,6,R
0.145,48,3.38,3,R
0.147,51,3.38,4,R
0.088,23,3.32,5,R
0.066,55,3.39,5,R
0.012,100,3.26,7,R
0.012,100,3.26,7,R
0.075,28,3.24,7,R
0.092,26,3.46,5,R
0.085,34,3.24,7,R
0.115,31,3.45,5,R
0.119,68,3.23,6,R
0.088,92,3.28,5,R
0.062,42,3.18,6,R
0.081,31,3.59,5,R
0.081,31,3.59,5,R
0.078,39,3.5,6,R
0.081,31,3.59,5,R
0.08,32,3.58,5,R
0.085,22,3.28,5,R
0.085,22,3.28,5,R
0.08,122,3.22,5,R
0.08,55,3.47,6,R
0.08,55,3.47,6,R
0.071,14,3.51,7,R
0.08,55,3.47,6,R
0.073,47,3.4,7,R
0.054,32,3.15,7,R
0.074,24,3.4,6,R
0.077,85,3.51,5,R
0.039,88,3.66,6,R
0.067,25,3.24,5,R
0.078,84,3.51,5,R
0.077,85,3.51,5,R
0.077,86,3.51,5,R
0.071,24,3.41,6,R
0.072,22,3.4,6,R
0.074,24,3.4,6,R
0.08,43,3.44,6,R
0.064,43,3.41,6,R
0.086,46,3.53,5,R
0.067,48,3.43,4,R
0.067,10,3.23,7,R
0.104,10,3.12,7,R
0.109,16,3.31,7,R
0.067,14,3.4,4,R
0.064,43,3.41,6,R
0.094,69,3.22,6,R
0.076,88,3.53,5,R
0.078,21,3.15,5,R
0.068,35,3.48,6,R
0.194,26,3.22,6,R
0.076,88,3.53,5,R
0.094,69,3.22,6,R
0.086,30,3.34,5,R
0.083,28,3.33,6,R
0.066,56,3.15,7,R
0.072,64,3.43,6,R
0.112,99,3.22,5,R
0.071,52,3.44,5,R
0.078,86,3.53,5,R
0.082,18,3.22,6,R
0.078,86,3.53,5,R
0.08,88,3.53,6,R
0.08,43,3.42,6,R
0.078,43,3.31,7,R
0.08,43,3.42,6,R
0.078,43,3.31,7,R
0.084,11,3.48,3,R
0.056,39,3.4,5,R
0.08,33,3.58,7,R
0.08,33,3.58,7,R
0.06,18,3.41,7,R
0.06,18,3.41,7,R
0.081,115,3.23,5,R
0.084,78,3.39,5,R
0.079,9,3.59,6,R
0.078,61,3.43,6,R
0.059,11,3.29,6,R
0.132,11,3.23,6,R
0.114,9,3.18,6,R
0.065,8,3.33,6,R
0.094,10,3.27,7,R
0.059,11,3.29,6,R
0.079,6,3.27,6,R
0.161,62,3.62,5,R
0.084,45,3.38,6,R
0.081,79,3.3,6,R
0.072,46,3.38,6,R
0.091,23,3.24,5,R
0.081,79,3.3,6,R
0.072,46,3.38,6,R
0.084,45,3.38,6,R
0.055,28,3.18,5,R
0.064,77,3.47,7,R
0.061,73,3.47,6,R
0.093,75,3.2,4,R
0.055,28,3.18,5,R
0.063,19,3.3,7,R
0.08,25,3.69,5,R
0.074,38,3.48,5,R
0.078,66,3.45,6,R
0.074,38,3.48,5,R
0.08,25,3.69,5,R
0.06,72,3.39,6,R
0.06,72,3.39,6,R
0.071,26,3.07,4,R
0.068,42,3.34,7,R
0.073,11,3.61,5,R
0.074,25,3.36,7,R
0.082,17,3.19,7,R
0.092,52,3.22,7,R
0.094,45,3.24,7,R
0.09,24,3.27,7,R
0.071,20,3.14,7,R
0.092,24,3.29,7,R
0.093,12,3.26,7,R
0.075,21,3.41,7,R
0.075,21,3.41,7,R
0.075,21,3.41,7,R
0.093,12,3.26,7,R
0.058,10,3.31,7,R
0.052,9,3.2,7,R
0.082,11,3.44,6,R
0.09,23,3.36,5,R
0.111,10,3.31,6,R
0.088,51,3.29,6,R
0.12,36,3.47,7,R
0.089,32,3.36,5,R
0.058,38,3.16,6,R
0.078,18,3.27,5,R
0.115,16,3.38,5,R
0.1,27,3.15,6,R
0.058,38,3.16,6,R
0.065,48,3.34,6,R
0.103,10,3.13,7,R
0.097,113,3.13,5,R
0.068,46,3.2,6,R
0.079,22,3.46,5,R
0.066,10,3.33,6,R
0.066,10,3.33,6,R
0.104,13,3.22,7,R
0.079,12,3.52,5,R
0.073,13,3.3,7,R
0.083,72,3.44,5,R
0.083,72,3.44,5,R
0.109,119,3.15,5,R
0.061,29,3.28,7,R
0.075,6,3.13,5,R
0.065,17,3.32,6,R
0.079,28,3.25,5,R
0.07,70,3.34,6,R
0.065,17,3.32,6,R
0.075,6,3.13,5,R
0.064,11,3.45,6,R
0.066,7,3.19,7,R
0.08,70,3.44,5,R
0.097,27,3.16,5,R
0.073,21,3.14,6,R
0.097,27,3.16,5,R
0.082,68,3.45,5,R
0.076,47,3.36,6,R
0.082,68,3.45,5,R
0.092,88,3.15,5,R
0.079,41,3.39,6,R
0.087,11,3.71,7,R
0.087,11,3.71,7,R
0.05,10,3.12,6,R
0.055,12,3.47,6,R
0.062,12,3.44,7,R
0.058,47,3.26,7,R
0.063,27,3.26,7,R
0.067,8,3.36,7,R
0.081,45,3.25,5,R
0.067,8,3.36,7,R
0.063,27,3.26,7,R
0.064,25,3.26,7,R
0.11,24,3.23,7,R
0.116,55,3.18,5,R
0.067,12,3.25,7,R
0.088,19,3.17,6,R
0.102,32,3.23,5,R
0.092,31,3.38,6,R
0.12,7,3.22,6,R
0.075,27,3.06,6,R
0.068,28,3.27,7,R
0.049,109,2.89,6,R
0.049,109,2.89,6,R
0.078,23,3.53,5,R
0.123,8,3.2,6,R
0.123,8,3.2,6,R
0.062,9,3.35,5,R
0.098,9,3.27,6,R
0.088,18,3.32,7,R
0.095,43,3.33,6,R
0.066,36,3.41,6,R
0.065,52,3.49,5,R
0.075,68,3.37,6,R
0.088,18,3.32,7,R
0.091,14,3.42,7,R
0.093,15,3.35,7,R
0.095,14,3.36,5,R
0.089,27,3.3,6,R
0.077,48,3.2,6,R
0.085,17,3.17,7,R
0.082,35,3.22,7,R
0.074,56,3.35,5,R
0.078,42,3.24,7,R
0.088,39,3.33,6,R
0.088,32,3.58,5,R
0.079,26,3.38,6,R
0.088,39,3.33,6,R
0.069,39,3.29,7,R
0.046,53,3.36,6,R
0.07,38,3.32,6,R
0.076,45,3.31,6,R
0.082,51,3.49,5,R
0.081,14,3.27,6,R
0.084,17,3.27,6,R
0.082,51,3.49,5,R
0.414,45,3.03,5,R
0.073,25,3.56,5,R
0.07,20,3.38,7,R
0.095,77,3.13,6,R
0.095,77,3.13,6,R
0.101,10,3.21,7,R
0.104,90,3.15,5,R
0.093,52,3.19,7,R
0.101,10,3.21,7,R
0.074,8,3.14,6,R
0.071,16,3.21,8,R
0.098,15,3.3,6,R
0.075,17,3.22,6,R
0.067,10,3.28,6,R
0.083,20,3.29,6,R
0.07,26,3.4,7,R
0.06,10,3.02,7,R
0.06,10,3.02,7,R
0.086,52,3.31,5,R
0.057,37,3.18,7,R
0.098,92,3.2,5,R
0.083,75,3.4,6,R
0.088,37,3.31,6,R
0.098,92,3.2,5,R
0.071,67,3.44,7,R
0.073,8,3.15,6,R
0.08,8,3.27,5,R
0.08,8,3.27,5,R
0.05,278,3.01,7,R
0.047,8,3.16,6,R
0.05,289,3.01,7,R
0.073,70,3.42,6,R
0.072,59,3.33,6,R
0.073,70,3.42,6,R
0.074,64,3.12,5,R
0.055,9,3.38,7,R
0.057,30,3.29,6,R
0.095,41,3.02,7,R
0.095,41,3.02,7,R
0.083,74,2.98,8,R
0.086,19,3.35,6,R
0.081,16,3.43,6,R
0.079,31,3.33,7,R
0.117,17,3.35,6,R
0.087,20,3.15,5,R
0.117,17,3.35,6,R
